invalid_smiles,Canonicalized
S(=O)([O-])(=Nc1nc(C)cc(C)n1)c1ccc(Nc2c3c(c(C(=O)N4CC[N+H](CCO)CC4)ccc3)nc3c2cccc3)cc1,Cc1cc(nc(n1)N=S(=O)(c2ccc(cc2)Nc3c4ccccc4nc5c3cccc5C(=O)N6CC[NH+](CC6)CCO)[O-])C
FC=1C(/[N+H]=C/N(C)C)=NC(=O)N(C2OC(CO)CC2)C=1,CN(C)C=[NH+]c1c(cn(c(=O)n1)C2CCC(O2)CO)F
O=C(NC1c2c(c(C)ccc2)Sc2c1cccc2)CC[N+H](C)C,Cc1cccc2c1Sc3ccccc3C2NC(=O)CC[NH+](C)C
O[C@H]1[C@H]2[C@H](c3cc4OCOc4cc3)C[N+H2][C@H]2CCC1,c1cc2c(cc1C3C[NH2+]C4C3C(CCC4)O)OCO2
O=C(OC1C2CC[N+H](C1)CC2)C(O)(C#Cc1ccccc1)c1ccccc1,c1ccc(cc1)C#CC(c2ccccc2)(C(=O)OC3C[NH+]4CCC3CC4)O
O=C1Nc2c(NC1)cc(N1CC[N+H](C)CC1)cc2,C[NH+]1CCN(CC1)c2ccc3c(c2)NCC(=O)N3
O=C(N/N=C(\C)/C)CC1[N+H2]CCc2c1cc(OC)c(OC)c2,CC(=NNC(=O)CC1c2cc(c(cc2CC[NH2+]1)OC)OC)C
C(Cn1nc(-c2ccccc2)nn1)[N+H]1CCCCC1,c1ccc(cc1)c2nnn(n2)CC[NH+]3CCCCC3
O=C(OC)/C=C/C1C2(C(=O)OC)[N+H2]C(C(=O)OC)(C1C(=O)OC)CC2,COC(=O)C=CC1C(C2(CCC1([NH2+]2)C(=O)OC)C(=O)OC)C(=O)OC
O=C(N(CC)CC)CC[N+H2]C(Cc1c2c([nH]c1)cccc2)C,CCN(CC)C(=O)CC[NH2+]C(C)Cc1c[nH]c2c1cccc2
O=C(/C=C/c1occc1)N1CC[N+H](Cc2ccccc2)CC1,c1ccc(cc1)C[NH+]2CCN(CC2)C(=O)C=Cc3ccco3
O=C(Nc1ccccc1)C(/C(=N/NC(=O)C[N+](C)(C)C)/C)C[N+H](C)C,CC(=NNC(=O)C[N+](C)(C)C)C(C[NH+](C)C)C(=O)Nc1ccccc1
O=C(OCC)C[C@]12[C@](C)([N+H2]CCC1)CCc1c2cccc1,CCOC(=O)CC12CCC[NH2+]C1(CCc3c2cccc3)C
S(CCO)CC[N+H](C)C,C[NH+](C)CCSCCO
O=C(Nc1c(CC)cccc1CC)CC1C(=O)[N+H]=C(N)S1,CCc1cccc(c1NC(=O)CC2C(=O)[NH+]=C(S2)N)CC
[N+H2](C1Oc2c(-c3nc(N)ncc13)cccc2)C1CC1,c1ccc2c(c1)-c3c(cnc(n3)N)C(O2)[NH2+]C4CC4
O=C(OC)[C@@H]1[N+H2][C@@H](CC(C)C)c2[nH]c3c(c2C1)cccc3,CC(C)CC1c2c(c3ccccc3[nH]2)CC([NH2+]1)C(=O)OC
ClC=1C([N+H2]Cc2ccccc2)CC(c2c3c([nH]c2)cccc3)=NN=1,c1ccc(cc1)C[NH2+]C2CC(=NN=C2Cl)c3c[nH]c4c3cccc4
O=C([O-])CCC1C(=O)C2CC[N+H]1CC2,C1C[NH+]2CCC1C(=O)C2CCC(=O)[O-]
O=C([O-])CC1C(C)[N+H2]CCC1CC(=O)[O-],CC1C(C(CC[NH2+]1)CC(=O)[O-])CC(=O)[O-]
N(\N(C)C1=[N+H]CCCCN1)=C(/C=N\N(C)C1=[N+H]CCCCN1)\C,CC(=NN(C)C1=[NH+]CCCCN1)C=NN(C)C2=[NH+]CCCCN2
O=C1/C(=C\c2sccc2)/[N+H]=C(N2CC(CO)CCC2)N1,c1cc(sc1)C=C2C(=O)NC(=[NH+]2)N3CCCC(C3)CO
O=C(Nc1ccc(OC)cc1)CC(=O)N1C(c2ccccc2)CC(N(c2ccccc2)c2ccccc2)=[N+H]1,COc1ccc(cc1)NC(=O)CC(=O)N2C(CC(=[NH+]2)N(c3ccccc3)c4ccccc4)c5ccccc5
c1(C2[N+H2]CCc3nc[nH]c23)c2c(ccc1)cccc2,c1ccc2c(c1)cccc2C3c4c(nc[nH]4)CC[NH2+]3
O[C@@H]1[C@H]([N+H2][C@H](C)c2ccccc2)CCCC1,CC(c1ccccc1)[NH2+]C2CCCCC2O
O=C([O-])c1ccc(/C=N\N(C)C2=[N+H]CCCCN2)cc1,CN(C1=[NH+]CCCCN1)N=Cc2ccc(cc2)C(=O)[O-]
O=C1/C(=C/c2occc2)/C(=[N+H2])N2N=CSC2=[N+H]1,c1cc(oc1)C=C2C(=[NH2+])N3C(=[NH+]C2=O)SC=N3
Fc1ccc(C(=O)CCC[N+H]2CCC3(C(=O)N(N4CCOCC4)C(=O)C3)CC2)cc1,c1cc(ccc1C(=O)CCC[NH+]2CCC3(CC2)CC(=O)N(C3=O)N4CCOCC4)F
O=C(OC)C1N/C(=[N+H]/c2c(C)cc(C)cc2)/CC1,Cc1ccc(c(c1)C)[NH+]=C2CCC(N2)C(=O)OC
OC1(C)CC([N+H](C)C(c2ccccc2)C1)c1ccccc1,CC1(CC([NH+](C(C1)c2ccccc2)C)c3ccccc3)O
Clc1c(C(=O)Nc2ccccc2)cc2S(=O)(=O)N=C(N[N+H2]CCO)Sc2c1,c1ccc(cc1)NC(=O)c2cc3c(cc2Cl)SC(=NS3(=O)=O)N[NH2+]CCO
O=C(Nc1ccc(OC)cc1)CC(=O)N1C(c2ccccc2)CC(N2CCCCC2)=[N+H]1,COc1ccc(cc1)NC(=O)CC(=O)N2C(CC(=[NH+]2)N3CCCCC3)c4ccccc4
O=C(OCC1C2[N+H](CCC1)CCCC2)CN1C(=O)c2c(C1=O)cccc2,c1ccc2c(c1)C(=O)N(C2=O)CC(=O)OCC3CCC[NH+]4C3CCCC4
O=C(OC)NCCc1n[nH]c2C(=O)C([N+H]3CCOCC3)=CC(=O)c12,COC(=O)NCCc1c2c([nH]n1)C(=O)C(=CC2=O)[NH+]3CCOCC3
O=C(C)N1c2c(cccc2)C23C(=O)CC4C(C(C)OCC4C12)C[N+H](C)CC3,CC1C2C[NH+](CCC34c5ccccc5N(C3C(C2CC4=O)CO1)C(=O)C)C
O=C1N(CC[N+H]2CCCCC2)c2c(O1)cccc2,c1ccc2c(c1)n(c(=O)o2)CC[NH+]3CCCCC3
OCC(C[N+H]1CCCCC1)(C[N+H]1CCCCC1)C[N+H]1CCCCC1,C1CC[NH+](CC1)CC(C[NH+]2CCCCC2)(C[NH+]3CCCCC3)CO
O=C1N(CC[N+H]2CCCCC2)C=Nc2ncccc12,c1cc2c(nc1)ncn(c2=O)CC[NH+]3CCCCC3
O=C1N(Cc2ccccc2)[C@@H]2C(O)(O)[C@@H]([C@@H]([N+H]3CCCC3)CC2)C1,c1ccc(cc1)CN2C3CCC(C(C3(O)O)CC2=O)[NH+]4CCCC4
O=C1N(CC[N+H]2CCCCC2)C(=O)c2c3c4c(c5c6c7c(C(=O)N(CC[N+H]8CCCCC8)C(=O)c7cc5)ccc6c4cc2)ccc13,c1cc2c3c(ccc4c3c1c5ccc6c7c5c4ccc7C(=O)N(C6=O)CC[NH+]8CCCCC8)C(=O)N(C2=O)CC[NH+]9CCCCC9
O=C1N(CC[N+H]2CCCCC2)C(=O)C2C1C1(C)CC(=O)C2C(C)C1,CC1CC2(CC(=O)C1C3C2C(=O)N(C3=O)CC[NH+]4CCCCC4)C
O=C1N(CC[N+H]2CCOCC2)C(=O)C2N1Cc1c(cccc1)C2,c1ccc2c(c1)CC3C(=O)N(C(=O)N3C2)CC[NH+]4CCOCC4
O=C1N(CC[N+H]2CCOCC2)C(=O)C2C1C1(C)CC(=O)C2C(C)C1,CC1CC2(CC(=O)C1C3C2C(=O)N(C3=O)CC[NH+]4CCOCC4)C
OCC12C(C[N+H3])(N3CCOCC3)C1CCC2,C1CC2C(C1)(C2(C[NH3+])N3CCOCC3)CO
O=C(C)[C@@]1([C@H](C)OC2(C1)CC[N+H](C)CC2)c1ccccc1,CC1C(CC2(O1)CC[NH+](CC2)C)(c3ccccc3)C(=O)C
O=C1N(C[N+H]2CCN(CN3C(=O)N4C(C3=O)Cc3c(cccc3)C4)CC2)C(=O)C2N1Cc1c(cccc1)C2,c1ccc2c(c1)CC3C(=O)N(C(=O)N3C2)C[NH+]4CCN(CC4)CN5C(=O)C6Cc7ccccc7CN6C5=O
O=C(C)[C@]1(C)C(C)OC2(C1)CC[N+H](C)CC2,CC1C(CC2(O1)CC[NH+](CC2)C)(C)C(=O)C
OCC([N+H2]CCn1c2ncnc(N(CC)CC)c2nc1)(CO)CO,CCN(CC)c1c2c(ncn1)n(cn2)CC[NH2+]C(CO)(CO)CO
O=C1N(CC/C(=N\NC(=[N+H2])N)/C)NC(=O)C=C1,CC(=NNC(=[NH2+])N)CCn1c(=O)ccc(=O)[nH]1
O=C1N(CC2=[N+H]CC(C)(C)CN2)C=C(C)C(=O)N1,Cc1cn(c(=O)[nH]c1=O)CC2=[NH+]CC(CN2)(C)C
O=C1N(CC2=[N+H]CC(C)N2)C=C(C)C(=O)N1,Cc1cn(c(=O)[nH]c1=O)CC2=[NH+]CC(N2)C
O=C1N(CC2=[N+H]CCCN2)C=C(C)C(=O)N1,Cc1cn(c(=O)[nH]c1=O)CC2=[NH+]CCCN2
O=C1N(CC2=[N+H]CCN2)C=C(C)C(=O)N1,Cc1cn(c(=O)[nH]c1=O)CC2=[NH+]CCN2
O=C1N(CC2=[N+H]CC(O)CN2)C=C(C)C(=O)N1,Cc1cn(c(=O)[nH]c1=O)CC2=[NH+]CC(CN2)O
O=C1N(CC2=[N+H]C3C(N2)CCCC3)C=C(C)C(=O)N1,Cc1cn(c(=O)[nH]c1=O)CC2=[NH+]C3CCCCC3N2
O=C(OC)CNCC1C([N+]#[N+][N-H])C2OC(C)(C)OC2O1,CC1(OC2C(C(OC2O1)CNCC(=O)OC)[N+]#[N+][NH-])C
O=C1N(CCO)C=CC(/[N+H]=C/N(C)C)=N1,CN(C)C=[NH+]c1ccn(c(=O)n1)CCO
O=C1N(CC[N+H2]CCO)C(=O)c2n(C)cnc2N1C,Cn1cnc2c1c(=O)n(c(=O)n2C)CC[NH2+]CCO
O=C1N(CC[N+H](CC)CC)C(=O)C2C1C1(C)CC(=O)C2C(C)C1,CC[NH+](CC)CCN1C(=O)C2C3C(CC(C2C1=O)(CC3=O)C)C
OCC(C[N+H](C)C)(C[N+H](C)C)C[N+H](C)C,C[NH+](C)CC(C[NH+](C)C)(C[NH+](C)C)CO
O=C1N(CC[N+H](C)C)c2c(N(C)c3c1cccc3)cccc2,CN1c2ccccc2C(=O)N(c3c1cccc3)CC[NH+](C)C
O=C1N(CC[N+H]2CCCC2)C=Nc2ncccc12,c1cc2c(nc1)ncn(c2=O)CC[NH+]3CCCC3
O=C1N(CC[N+H2]CCn2c3C(=O)NC(N)=Nc3nc2)C=CC(N)=N1,c1cn(c(=O)nc1N)CC[NH2+]CCn2cnc3c2c(=O)[nH]c(n3)N
O=C1N(CCC[N+H]2CCOCC2)C=Nc2ncccc12,c1cc2c(nc1)ncn(c2=O)CCC[NH+]3CCOCC3
O=C1N(CCCC[N+H2]CCC[N+H3])CCO1,C1COC(=O)N1CCCC[NH2+]CCC[NH3+]
O=C1N(CCCCCCC2=[N+H]CCCN2)C=C(C)C(=O)N1,Cc1cn(c(=O)[nH]c1=O)CCCCCCC2=[NH+]CCCN2
O=C(CC)C1(c2ccccc2)CC[N+H](C)CC1,CCC(=O)C1(CC[NH+](CC1)C)c2ccccc2
O=C(OC)N/N=C(\C[N+H](C)C)/Cc1ccccc1,C[NH+](C)CC(=NNC(=O)OC)Cc1ccccc1
O=C1N(CCC[N+H](CC)CC)C=Nc2ncccc12,CC[NH+](CC)CCCn1cnc2c(c1=O)cccn2
O=C1N(CCC[N+H]2CCCCC2)C=Nc2ncccc12,c1cc2c(nc1)ncn(c2=O)CCC[NH+]3CCCCC3
O=C(OC)[C@H]1[N+H]([C@@H](C)c2ccccc2)C2C=CC1C2,CC(c1ccccc1)[NH+]2C3CC(C2C(=O)OC)C=C3
O=C(C([N+H3])CCC)c1ccccc1,CCCC(C(=O)c1ccccc1)[NH3+]
O=C1N([N+H](C)C)C(c2ccccc2)Nc2c1cccc2,C[NH+](C)N1C(Nc2ccccc2C1=O)c3ccccc3
O=[N+]([O-])c1n(CCCC[N+H](CCn2c(C)ncc2[N+](=O)[O-])C)ccn1,Cc1ncc(n1CC[NH+](C)CCCCn2ccnc2[N+](=O)[O-])[N+](=O)[O-]
O=C(C([N+H3])C)c1ccc(C)cc1,Cc1ccc(cc1)C(=O)C(C)[NH3+]
O=C(C([N+H3])C)c1ccc(O)cc1,CC(C(=O)c1ccc(cc1)O)[NH3+]
O=C(OCC)NC(=O)C=1C([O-])=NC(=O)N(CCN2CC[N+H2]CC2)C=1,CCOC(=O)NC(=O)c1cn(c(=O)nc1[O-])CCN2CC[NH2+]CC2
O=C(OC)[C@]12[C@H](c3ccccc3)OC(=O)N1[C@H](C(C)(C)C)[N+H](C)C2,CC(C)(C)C1[NH+](CC2(N1C(=O)OC2c3ccccc3)C(=O)OC)C
O=C(OC)[C@]12[C@](C(=O)OC)(C[C@H](c3c(O)cccc3)[N+H2]1)CSC2,COC(=O)C12CC([NH2+]C1(CSC2)C(=O)OC)c3ccccc3O
O=C1N(c2ccc(C)cc2)C=C(/C(=[N+H]\O)/N)c2c1cccc2,Cc1ccc(cc1)n2cc(c3ccccc3c2=O)C(=[NH+]O)N
O=C1N(c2ccccc2)C(=O)C2C3([N+H](C)C(c4ccccc4)(c4c(-c5ccccc5)sc(-c5ccccc5)c34)C12)c1ccccc1,C[NH+]1C2(c3c(c(sc3c4ccccc4)c5ccccc5)C1(C6C2C(=O)N(C6=O)c7ccccc7)c8ccccc8)c9ccccc9
O=C(OCC)c1[nH]c(C(=O)/C(/C#N)=C\2/[N+H](C)CCC/2)cc1,CCOC(=O)c1ccc([nH]1)C(=O)C(=C2CCC[NH+]2C)C#N
O=C(C)N1CC[N+H](C23OC4([N+H]5CCN(C(=O)C)CC5)C5C2C2C5C5C4C3C2C5)CC1,CC(=O)N1CC[NH+](CC1)C23C4C5CC6C4C(O2)(C7C6C5C37)[NH+]8CCN(CC8)C(=O)C
OCC1C(O)C(O)C(O)C([N+H]2CCN(C3C(O)C(O)C(O)C(CO)O3)CC2)O1,C1CN(CC[NH+]1C2C(C(C(C(O2)CO)O)O)O)C3C(C(C(C(O3)CO)O)O)O
O=C1N(N(C)C(C)=C1C=1/C(=C/c2ccccc2)/C(N=Nc2c(O)cccc2O)=[N+H]N=1)c1ccccc1,Cc1c(c(=O)n(n1C)c2ccccc2)C3=N[NH+]=C(C3=Cc4ccccc4)N=Nc5c(cccc5O)O
O=C1N(N(C)C(C)=C1N1C(=O)/C(=C/c2ccc(O)cc2)/[N+H]=C1c1ccccc1)c1ccccc1,Cc1c(c(=O)n(n1C)c2ccccc2)N3C(=[NH+]C(=Cc4ccc(cc4)O)C3=O)c5ccccc5
OCC1C(O)C(O)C(CO)[N+H2]1,C(C1C(C(C([NH2+]1)CO)O)O)O
O=C(OCC)c1[nH]c(c(C2(O)C[N+H](CC=C)CC2)c1)-c1onc(C)c1,CCOC(=O)c1cc(c([nH]1)c2cc(no2)C)C3(CC[NH+](C3)CC=C)O
O=C(C)C1(c2ccccc2)CC[N+H](C)CCC1,CC(=O)C1(CCC[NH+](CC1)C)c2ccccc2
O=C(C)C1=C(C)[N+H2]C2N1C=CC=C2,CC1=C(N2C=CC=CC2[NH2+]1)C(=O)C
O=C(C)N1C(=O)CC(N)=[N+H]1,CC(=O)N1C(=O)CC(=[NH+]1)N
O=C1N(NC2=[N+H]CCN2)C(=O)c2c1cccc2,c1ccc2c(c1)C(=O)N(C2=O)NC3=[NH+]CCN3
O=C1N(N2CCCCC2)C(=O)CC21CC[N+H](Cc1ccccc1)CC2,c1ccc(cc1)C[NH+]2CCC3(CC2)CC(=O)N(C3=O)N4CCCCC4
O=C(C)C1[C@]2(OC)[C@H]3Oc4c(OC)ccc5c4[C@@]43[C@]([C@H]([N+H](C)CC4)C5)(C=C2)C1,CC(=O)C1CC23C=CC1(C4C25CC[NH+](C3Cc6c5c(c(cc6)OC)O4)C)OC
O=C(OCC)OC1(c2ccccc2)CC[N+H](C)CC1,CCOC(=O)OC1(CC[NH+](CC1)C)c2ccccc2
O=C(OCCCCCCN1C(=O)NC(=O)C(C)=C1)NC(C(=O)[O-])CCCNC(=[N+H2])N,Cc1cn(c(=O)[nH]c1=O)CCCCCCOC(=O)NC(CCCNC(=[NH2+])N)C(=O)[O-]
O=C(OC)C1N=C(c2nc(CC[N+H3])sc2)SC1,COC(=O)C1CSC(=N1)c2csc(n2)CC[NH3+]
O=C(OCCCCN1C(=O)NC(=O)C(C)=C1)NC(C(=O)[O-])CCCNC(=[N+H2])N,Cc1cn(c(=O)[nH]c1=O)CCCCOC(=O)NC(CCCNC(=[NH2+])N)C(=O)[O-]
OC1C(O)[C@@H]2SCC[N+H]2CC1O,C1CSC2[NH+]1CC(C(C2O)O)O
O=C1C[C@H](c2ccccc2)[N+H]2[C@@H](C1)CCC2,c1ccc(cc1)C2CC(=O)CC3[NH+]2CCC3
O=C(OCCCCCN1C(=O)N=C(N)C=C1)NC(C(=O)[O-])CCCNC(=[N+H2])N,c1cn(c(=O)nc1N)CCCCCOC(=O)NC(CCCNC(=[NH2+])N)C(=O)[O-]
O=C(N(C)[C@@H]1[C@@H]2O[C@H]3C1[N+H](C2)CC3)/C=C/c1ccccc1,CN(C1C2C[NH+]3C1C(O2)CC3)C(=O)C=Cc4ccccc4
O=C(OC)C1N(C(=O)CC1)C1=[N+H]C(C(=O)OC)CC1,COC(=O)C1CCC(=[NH+]1)N2C(CCC2=O)C(=O)OC
O=C(N(C)[C@@H]1[C@@H]2O[C@@H]3C1[N+H](C2)CC3)/C=C(\C)/C,CC(=CC(=O)N(C)C1C2C[NH+]3C1C(O2)CC3)C
O=C(OCC=1C2C(O)CC[N+H]2CC=1)C(O)(C(O)(C)C)C(OC)C,CC(C(C(=O)OCC1=CC[NH+]2C1C(CC2)O)(C(C)(C)O)O)OC
OC1C2=[N+H]c3c(cccc3)CN2CC1,c1ccc2c(c1)CN3CCC(C3=[NH+]2)O
O=C(N(C(C)(C)C)C)NC(NC(=O)C([N+H3])CC(=O)[O-])C,CC(NC(=O)C(CC(=O)[O-])[NH3+])NC(=O)N(C)C(C)(C)C
O=C1N(C)C(=O)/C(=C\[N+H3])/C(=O)N1C,CN1C(=O)C(=C[NH3+])C(=O)N(C1=O)C
O=C1N(C)C(=O)/C(=C\[N+H](C)C)/C(=O)N1C,CN1C(=O)C(=C[NH+](C)C)C(=O)N(C1=O)C
O=C(OCC=1[C@@H]2[C@@H](OC(=O)/C(=C/C)/C)CC[N+H]2CC=1)[C@@](O)([C@@H](OC)C)C(O)(C)C,CC=C(C)C(=O)OC1CC[NH+]2C1C(=CC2)COC(=O)C(C(C)OC)(C(C)(C)O)O
OC1C2(c3ccccc3)C[N+H]3CC1CN(C2)CC3,c1ccc(cc1)C23C[NH+]4CCN(C2)CC(C4)C3O
O=C(N(C)C)C1[N+H](C)/C(=C\2/C(=O)OC(C)(C)OC/2=O)/CC1,CC1(OC(=O)C(=C2CCC([NH+]2C)C(=O)N(C)C)C(=O)O1)C
O=C1CC2[N+H](C)C([C@H](O)[C@@H]2O)C1,C[NH+]1C2CC(=O)CC1C(C2O)O
OC1C(O)NC2C([N+H2]1)CC1[N+H2]C(O)C(O)NC1C2,C1C2C(CC3C1[NH2+]C(C(N3)O)O)NC(C([NH2+]2)O)O
O=C(OCC[N+H]1C2CCCC1CCC2)C(O)(c1ccccc1)c1ccccc1,c1ccc(cc1)C(c2ccccc2)(C(=O)OCC[NH+]3C4CCCC3CCC4)O
O=C(N(CC[N+H](CC)CC)c1c(N)cccc1)C(C)(C)C,CC[NH+](CC)CCN(c1ccccc1N)C(=O)C(C)(C)C
O=C1C2C(c3ccccc3)[N+H2]C(c3ccccc3)C1C(c1ccccc1)[N+H2]C2c1ccccc1,c1ccc(cc1)C2C3C([NH2+]C(C(C3=O)C([NH2+]2)c4ccccc4)c5ccccc5)c6ccccc6
O=C(OCCn1c2C(=O)NC(/[N+H]=C\N(C)C)=Nc2nc1)c1ccccc1,CN(C)C=[NH+]c1[nH]c(=O)c2c(n1)ncn2CCOC(=O)c3ccccc3
O=C1C2(O)OC3C([N+H2]C)C(O)C([N+H2]C)C(O)C3OC2OC(C)C1,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)[NH2+]C)O)[NH2+]C)O)O
O=C1C2(O)C(O)(NC(=[N+H2])N2)c2c1cccc2,c1ccc2c(c1)C(=O)C3(C2(NC(=[NH2+])N3)O)O
O=C1C2([N+H3])CC(C1)CC2,C1CC2(CC1CC2=O)[NH3+]
OC1C(O)C([N+H2]CCNCCNC2C(O)C(O)C(O)C(C)O2)OC(C)C1O,CC1C(C(C(C(O1)[NH2+]CCNCCNC2C(C(C(C(O2)C)O)O)O)O)O)O
O=C(OC)C1=N[N+H2]C(C(=O)OC)=CN1,COC(=O)C1=CNC(=N[NH2+]1)C(=O)OC
O=C(OCC[N+H]1CCCCC1)COc1c2occ(C)c2c2OC(=O)C=C(C)c2c1,Cc1cc(=O)oc2c1cc(c3c2c(co3)C)OCC(=O)OCC[NH+]4CCCCC4
O=C1C2C[N+H](Cc3ccccc3)CC1C[N+H](CC1CC1)C2,c1ccc(cc1)C[NH+]2CC3C[NH+](CC(C2)C3=O)CC4CC4
O=C(OC)C1C23N(C=O)c4c(cccc4)C42C2[N+H](CC4)CCCC2(C1)CC3,COC(=O)C1CC23CCC[NH+]4C2C5(C1(CC3)N(c6c5cccc6)C=O)CC4
O=C1CC2[N+H](C)C([C@@H]3OC(c4ccccc4)O[C@H]23)C1,C[NH+]1C2CC(=O)CC1C3C2OC(O3)c4ccccc4
O=C1CC23[N+H](CCCO)CCCC2C(C[C@H](C)C3)C1,CC1CC2CC(=O)CC3(C1)C2CCC[NH+]3CCCO
O=C(OC)C1C2([N+H](C)C)C(=O)C(C=C2CC)C1,CCC1=CC2CC(C1(C2=O)[NH+](C)C)C(=O)OC
O=C(OC)C1C(C)[N+H](C)C(C)C(C(=O)OC)C1O,CC1C(C(C(C([NH+]1C)C)C(=O)OC)O)C(=O)OC
O=C(N(CCC[N+H3])CCCC[N+H3])c1ccccc1,c1ccc(cc1)C(=O)N(CCCC[NH3+])CCC[NH3+]
O=C(OCC1[N+H2]/C(=C\2/C(=O)OC(C)(C)OC/2=O)/CC1)C,CC(=O)OCC1CCC(=C2C(=O)OC(OC2=O)(C)C)[NH2+]1
O=C(CN1C(C[N+H](CC)CC)CCCC1)N1c2c(NC(=O)C(C)C1)cccc2,CC[NH+](CC)CC1CCCCN1CC(=O)N2CC(C(=O)Nc3c2cccc3)C
O=[N+]([O-])c1nc(C(=O)NCC[N+H](C)C)n(C)c1,Cn1cc(nc1C(=O)NCC[NH+](C)C)[N+](=O)[O-]
O=C(OC)CCC(=O)C[C@H]1[N+H]2[C@@H](C(=O)C1)CCC2,COC(=O)CCC(=O)CC1CC(=O)C2[NH+]1CCC2
O=C(C[N+H]1CCC(CCCC[N+H](CC)CC)CC1)N1c2c(NC(=O)C(C)C1)cccc2,CC[NH+](CC)CCCCC1CC[NH+](CC1)CC(=O)N2CC(C(=O)Nc3c2cccc3)C
O=[N+]([O-])c1nc(C(=O)Nc2ccc(C(=O)NCC[N+H](C)C)cc2)n(C)c1,Cn1cc(nc1C(=O)Nc2ccc(cc2)C(=O)NCC[NH+](C)C)[N+](=O)[O-]
O=C(OC)c1c(C)c2c(c(C(=O)C)c(OCC[N+H]3CCOCC3)c(OC)c2)o1,Cc1c2cc(c(c(c2oc1C(=O)OC)C(=O)C)OCC[NH+]3CCOCC3)OC
O=C(CCCC[N+H3])c1cnccc1,c1cc(cnc1)C(=O)CCCC[NH3+]
O=C1N(CC([N+H](C)C)C)c2c(O1)cccc2,CC(Cn1c2ccccc2oc1=O)[NH+](C)C
O=C1N(CC#CC[N+H]2CCCC2)CCC1,C1CC[NH+](C1)CC#CCN2CCCC2=O
O=[N+]([O-])c1n(CC[N+]#[N+][N-H])c(C)nc1,Cc1ncc(n1CC[N+]#[N+][NH-])[N+](=O)[O-]
O=C(CN1C(=O)C(c2ccccc2)(c2ccccc2)CC1=O)N1CC[N+H](CCO)CC1,c1ccc(cc1)C2(CC(=O)N(C2=O)CC(=O)N3CC[NH+](CC3)CCO)c4ccccc4
O=C1N(C2CCCCC2)CC(C(=[N+H2])N)=C(O)N1,C1CCC(CC1)N2CC(=C(NC2=O)O)C(=[NH2+])N
O=C(CN1C(C[N+H](CC)CC)CCCC1)N1C(C)CC(=O)Nc2c1cccc2,CC[NH+](CC)CC1CCCCN1CC(=O)N2c3ccccc3NC(=O)CC2C
O=C1N(C2OC(CO)C(O)C2)C=C(C([N+]#[N+][N-H])=C)C([O-])=N1,C=C(c1cn(c(=O)nc1[O-])C2CC(C(O2)CO)O)[N+]#[N+][NH-]
OC1[C@@]2(CCC[N+H3])C(O)C[C@H](C)C[C@H]2CC1=C,CC1CC2CC(=C)C(C2(C(C1)O)CCC[NH3+])O
O=C1N(C2OC(C(O)CO)C([N+H3])C2)C=CC(=O)N1,c1cn(c(=O)[nH]c1=O)C2CC(C(O2)C(CO)O)[NH3+]
O=C(C[N+H]1CCOCC1)c1cc2OC(=O)N(CC[N+H]3CCCC3)c2cc1,c1cc2c(cc1C(=O)C[NH+]3CCOCC3)oc(=O)n2CC[NH+]4CCCC4
O=C(OCC1C2[N+H](CCC1)CCCC2)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC(=O)OCC1CCC[NH+]2C1CCCC2
O=C(Cc1ccccc1)n1nc(C)c2C(c3c(O)cccc3)SC(=[N+H2])Nc12,Cc1c2c(n(n1)C(=O)Cc3ccccc3)NC(=[NH2+])SC2c4ccccc4O
O=[N+]([O-])c1cc2c3c(C(=O)N(NC4=[N+H]CCN4)C(=O)c3ccc2)c1,c1cc2cc(cc3c2c(c1)C(=O)N(C3=O)NC4=[NH+]CCN4)[N+](=O)[O-]
O=C1N(C)C(=O)C=C(/[N+H]=C\N(C)C)N1C,Cn1c(cc(=O)n(c1=O)C)[NH+]=CN(C)C
O=C(OCC1C2[N+H](CCC1)CCCC2)c1ccncc1,c1cnccc1C(=O)OCC2CCC[NH+]3C2CCCC3
O=C(OCC1C2[N+H](CCC1)CCCC2)c1c(C(=O)[O-])cccc1,c1ccc(c(c1)C(=O)[O-])C(=O)OCC2CCC[NH+]3C2CCCC3
OC1C2OC(C)(C)OC2[C@@H]2SCC[N+H]2C1,CC1(OC2C(C[NH+]3CCSC3C2O1)O)C
O=C(OCC1C2[N+H](CCC1)CCCC2)c1cnccc1,c1cc(cnc1)C(=O)OCC2CCC[NH+]3C2CCCC3
O=C(C[N+H]1CCOCC1)c1cc2OC(=O)N(CC[N+H]3CCOCC3)c2cc1,c1cc2c(cc1C(=O)C[NH+]3CCOCC3)oc(=O)n2CC[NH+]4CCOCC4
O=C1N(C)C(=O)c2n(CCC([N+H2]CC(O)c3cc(C)c(O)cc3)C)cnc2N1C,Cc1cc(ccc1O)C(C[NH2+]C(C)CCn2cnc3c2c(=O)n(c(=O)n3C)C)O
O=C1N(C)C(=O)c2n(CC[N+H](C)C)c(CO)nc2N1C,Cn1c2c(c(=O)n(c1=O)C)n(c(n2)CO)CC[NH+](C)C
O=C1N(C)C(=O)c2n(CC[N+H](C)C3CCCCC3)cnc2N1C,Cn1c2c(c(=O)n(c1=O)C)n(cn2)CC[NH+](C)C3CCCCC3
