invalid_smiles,Canonicalized
O=[N+]([O-])c1cc(/C(=[N+H]/NC(=O)OCC)/N)ccc1,CCOC(=O)N[NH+]=C(c1cccc(c1)[N+](=O)[O-])N
O=C(OCC)C1=C([N+H2]CCCC)OCC1=O,CCCC[NH2+]C1=C(C(=O)CO1)C(=O)OCC
N(c1c2OCOc2ccc1)C=1OCC[N+H]=1,c1cc(c2c(c1)OCO2)NC3=[NH+]CCO3
C(C)C1C2CC[N+H](C1)CC2,CCC1C[NH+]2CCC1CC2
Clc1c(C(=O)C[N+H]2CCN(Cc3cc4OCOc4cc3)CC2)cc2OC(=O)N(C)c2c1,Cn1c2cc(c(cc2oc1=O)C(=O)C[NH+]3CCN(CC3)Cc4ccc5c(c4)OCO5)Cl
Ic1ccc(CSCC([N+H3])C(=O)[O-])cc1,c1cc(ccc1CSCC(C(=O)[O-])[NH3+])I
O=C(/C=C/[N+H](C)C)c1nc(C(=O)/C=C/[N+H](C)C)ccc1,C[NH+](C)C=CC(=O)c1cccc(n1)C(=O)C=C[NH+](C)C
O=C(OCC)/C(/C(=O)OCC)=C\1/SC[C@@H](C(=O)OCC)[N+H2]/1,CCOC(=O)C1CSC(=C(C(=O)OCC)C(=O)OCC)[NH2+]1
P(=O)([O-])([O-])CCCCCC([N+H3])C(=O)[O-],C(CCC(C(=O)[O-])[NH3+])CCP(=O)([O-])[O-]
O/N=C\1/C(C)C([N+H](C)C(c2ccccc2)C/1)c1ccccc1,CC1C([NH+](C(CC1=NO)c2ccccc2)C)c3ccccc3
O/N=C/1\C(=N/O)\CCCCC[N+H](C)CCCCC\1,C[NH+]1CCCCCC(=NO)C(=NO)CCCCC1
Oc1cc2c([C@]3(C)[C@@]4(C)C([N+H](C)CC3)CCCC4C2)cc1,CC12CC[NH+](C3C1(C(CCC3)Cc4c2ccc(c4)O)C)C
O[C@H]1[C@H](O)[C@H]2[C@H](O)CCC[N+H]2C[C@H]1O,C1CC(C2C(C(C(C[NH+]2C1)O)O)O)O
OC1(c2ccccc2)C([N+H]2CCOCC2)N([O-])C(C)=C1,CC1=CC(C(N1[O-])[NH+]2CCOCC2)(c3ccccc3)O
S(F)(=O)(=O)Cc1ccc(C(=[N+H2])N)cc1,c1cc(ccc1CS(=O)(=O)F)C(=[NH2+])N
S(C(=O)N)CCC([N+H3])C(=O)[O-],C(CSC(=O)N)C(C(=O)[O-])[NH3+]
S(C)C1=C(C(=O)Nc2ccc(C)cc2)C(N)=[N+H]C1=O,Cc1ccc(cc1)NC(=O)C2=C(C(=O)[NH+]=C2N)SC
O=C(OC)C=1[C@H]2/C(=C/C)/C[N+H]3[C@@H]([C@]4(O)[C@@](O)(c5c(N4C=1)cccc5)CC3)C2,CC=C1C[NH+]2CCC3(c4ccccc4N5C3(C2CC1C(=C5)C(=O)OC)O)O
O(C)[C@@H]1C=C[C@]23[C@@H]([N+H](C)C[C@@H]2OC(=O)c2c3cc3OCOc3c2)C1,C[NH+]1CC2C3(C1CC(C=C3)OC)c4cc5c(cc4C(=O)O2)OCO5
S=C(N[N+H3])N/N=C\1/C(=O)N(c2c(C)c(C)ccc2)C(=O)C(=O)C/1c1sc2c(n1)cccc2,Cc1cccc(c1C)N2C(=O)C(=NNC(=S)N[NH3+])C(C(=O)C2=O)c3nc4ccccc4s3
O=[N+]([O-])c1ccc(NC(=O)C/C(=N/NC(=[N+H2])N)/C)cc1,CC(=NNC(=[NH2+])N)CC(=O)Nc1ccc(cc1)[N+](=O)[O-]
O=C(NCc1ccccc1)C(NC(=O)C)CCC[N+H2]Cc1ccccc1,CC(=O)NC(CCC[NH2+]Cc1ccccc1)C(=O)NCc2ccccc2
O=C1N(C)c2c(C(=O)C1([N+]#[N+][N-H])CC)cccc2,CCC1(C(=O)c2ccccc2N(C1=O)C)[N+]#[N+][NH-]
S(CCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C([N+H3])CC(C)C)CO)C(O)C)C)C)CC(=O)[O-])C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1C(C(=O)NC(C(=O)NC(C(=O)[O-])CC(=O)[O-])CC(=O)[O-])CCC1)CCCC[N+H3])CC(C)C)Cc1ccc(O)cc1)CC(=O)[O-])CCCC[N+H3])CC(=O)[O-])CC(C)C)CO)C)CCSC)CC(=O)[O-])C(O)C)C(C)C)C(C)C)CCC(=O)N)C,CC(C)CC(C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(=O)[O-])C(=O)NC(CCSC)C(=O)NC(CCC(=O)N)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NC(CC(=O)[O-])C(=O)NCC(=O)NC(CCSC)C(=O)NC(C)C(=O)NC(CO)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(CC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CC(C)C)C(=O)NC(CCCC[NH3+])C(=O)N2CCCC2C(=O)NC(CC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)[O-])[NH3+]
Clc1ccc(/C=C/C(=N\NC(=[N+H2])N)/c2c(C)nc(NNC(=O)C)s2)cc1,Cc1c(sc(n1)NNC(=O)C)C(=NNC(=[NH2+])N)C=Cc2ccc(cc2)Cl
O=C([O-])C([N+H3])(CO)CC#C,C#CCC(CO)(C(=O)[O-])[NH3+]
Clc1c(Cl)ccc(NC(=O)C2=C(c3c(C)cccc3)C([N+H3])NC(=S)N2)c1,Cc1ccccc1C2=C(NC(=S)NC2[NH3+])C(=O)Nc3ccc(c(c3)Cl)Cl
S(CC(OCn1c2[N+H]=C(N)NC3(OCCO3)c2nc1)CSc1ccc(C)cc1)CCO,Cc1ccc(cc1)SCC(CSCCO)OCn2cnc3c2[NH+]=C(NC34OCCO4)N
O=C1N(CC2=NC(=O)C[N+H2]N2)N=C(c2ccccc2)c2c1cccc2,c1ccc(cc1)c2c3ccccc3c(=O)n(n2)CC4=NC(=O)C[NH2+]N4
O=[N+]([O-])c1c(C2SC(=[N+H2])Nc3n(C(=O)Cc4ccccc4)nc(C)c23)cccc1,Cc1c2c(n(n1)C(=O)Cc3ccccc3)NC(=[NH2+])SC2c4ccccc4[N+](=O)[O-]
O=C(OCC[N+H]1CCCCC1)C(c1ccccc1)C1(O)CCSCC1,c1ccc(cc1)C(C(=O)OCC[NH+]2CCCCC2)C3(CCSCC3)O
S(C)C1=C(C(=O)OC)[N+H]2C3C(C(=O)OC)(C4(C(=O)OC)C(C(C)=C3)C24)S1,CC1=CC2C3(C4(C1C4[NH+]2C(=C(S3)SC)C(=O)OC)C(=O)OC)C(=O)OC
O(C)c1cc2c([C@H]3[C@H]([C@@H]4[C@@](C)(C(=O)N(CC[N+H](C)C)C(=O)C4)CC3)CC2)cc1,CC12CCC3c4ccc(cc4CCC3C1CC(=O)N(C2=O)CC[NH+](C)C)OC
N(C(c1sccc1)C1CC1)C=1OCC[N+H]=1,c1cc(sc1)C(C2CC2)NC3=[NH+]CCO3
O=C([O-])C([N+H2]Cc1c(O)ccc2C(c3ccccc3)=CC(=O)Oc12)C(C)C,CC(C)C(C(=O)[O-])[NH2+]Cc1c(ccc2c1oc(=O)cc2c3ccccc3)O
Brc1c(O)ccc(C[C@H]2NC[C@@H](Cc3ccc(O)cc3)[N+H2]C2)c1,c1cc(ccc1CC2CNC(C[NH2+]2)Cc3ccc(c(c3)Br)O)O
O[C@H]1[C@H](O)C[C@H]2[C@@H](O)C[C@]1(O)[N+H2]2,C1C2C(CC([NH2+]2)(C(C1O)O)O)O
O=C(Nc1ccccc1)N1C(=O)C2N(C(C)=[N+H]1)C(=O)CC2,CC1=[NH+]N(C(=O)C2N1C(=O)CC2)C(=O)Nc3ccccc3
O=C(OC1CC[N+H](C)CC1)C(O)(C#CC)C1CCCCC1,CC#CC(C1CCCCC1)(C(=O)OC2CC[NH+](CC2)C)O
O=C1N(C)C(=O)c2n-3c(N(CCC[N+H](CC)CC)C(=O)c4c-3nccc4)nc2N1C,CC[NH+](CC)CCCn1c(=O)c2cccnc2n3c1nc4c3c(=O)n(c(=O)n4C)C
O=C1C([O-])=C(C)N(CC[N+H3])C=C1,Cc1c(c(=O)ccn1CC[NH3+])[O-]
O=C(OC1C[N+H](C)CC1)C(O)(c1ccccc1)C1CCCC1,C[NH+]1CCC(C1)OC(=O)C(c2ccccc2)(C3CCCC3)O
S(C)C1=[N+H]c2n(COC(CO)CO)c(c(C)c2C2=[N+H]C(=O)CC(C)N12)-c1ccccc1,Cc1c2c(n(c1c3ccccc3)COC(CO)CO)[NH+]=C(N4C2=[NH+]C(=O)CC4C)SC
[N+H2]=C(NCCC[N+H](C)C)N,C[NH+](C)CCCNC(=[NH2+])N
O[C@@H]1[C@H](O)C[N+H]2[C@@H]1[C@H](O)CCC2,C1CC(C2C(C(C[NH+]2C1)O)O)O
Oc1c(C2[N+H](C)CCO2)cccc1,C[NH+]1CCOC1c2ccccc2O
O=C(OC(C)(C)C)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)ON1C(=O)CCC1=O)CCCC[N+H3])Cc1ccc(O)cc1)CCCC[N+H3])Cc1ccc(O)cc1,CC(C)(C)OC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(CCCC[NH3+])C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CCCC[NH3+])C(=O)ON3C(=O)CCC3=O
N(c1scc2c1CCCC2)C=1OCC[N+H]=1,c1c2c(c(s1)NC3=[NH+]CCO3)CCCC2
O(C)c1cc(CCC=C)c(C[N+H](C(CO)(C)C)C)cc1,CC(C)(CO)[NH+](C)Cc1ccc(cc1CCC=C)OC
O[C@@H]1[C@@H](O)[C@]2(O)[N+H2][C@H]([C@H]1O)[C@H](O)C2,C1C(C2C(C(C(C1([NH2+]2)O)O)O)O)O
O=C(OC)[C@@]12[N+H2][C@@H](c3c(OC)cccc3)C[C@@H]1CSC2,COc1ccccc1C2CC3CSCC3([NH2+]2)C(=O)OC
O=C(NN(C)C1=[N+H]CCCN1)c1sccc1,CN(C1=[NH+]CCCN1)NC(=O)c2cccs2
O=C(N/N=C\c1ccc(OC)cc1)NCCC[N+H](C)C,C[NH+](C)CCCNC(=O)NN=Cc1ccc(cc1)OC
O(C)c1c(O)ccc(CC([N+H3])C)c1,CC(Cc1ccc(c(c1)OC)O)[NH3+]
O=C1N(CCC[N+H]2CCCC2)C=Nc2ncccc12,c1cc2c(nc1)ncn(c2=O)CCC[NH+]3CCCC3
O=C([O-])C([N+H2]Cc1c(O)ccc2C(c3ccccc3)=CC(=O)Oc12)C,CC(C(=O)[O-])[NH2+]Cc1c(ccc2c1oc(=O)cc2c3ccccc3)O
[N+H](\c1cc2c(N)cc(C)[n+](C)c2cc1)=C/1\N=C(N)N(C)C(C)=C\1,Cc1cc(=[NH+]c2ccc3c(c2)c(cc([n+]3C)C)N)nc(n1C)N
S(=O)(=O)(N\1C(=S)N(c2ccccc2)/C(=[N+H]\c2ccc(OC)cc2)/C/1=N/c1ccc(OC)cc1)c1ccccc1,COc1ccc(cc1)[NH+]=C2C(=Nc3ccc(cc3)OC)N(C(=S)N2c4ccccc4)S(=O)(=O)c5ccccc5
OC[N+H](CO)CCO,C(CO)[NH+](CO)CO
ClCC(O)C[N+H]1C(C(CO)CO)c2c(cc(OC)c(OC)c2)CC1,COc1cc2c(cc1OC)C([NH+](CC2)CC(CCl)O)C(CO)CO
O(Cc1ccccc1)C1(C)C(=O)N2C(C)(C)C[N+H2]C12,CC1(C[NH2+]C2N1C(=O)C2(C)OCc3ccccc3)C
O=C(Nc1c(C)cccc1)C(=O)C1C(N)=[N+H]N(c2ccccc2)C1,Cc1ccccc1NC(=O)C(=O)C2CN([NH+]=C2N)c3ccccc3
O=C1NC(C2CC(CO)C3[N+H](C2)CCCC3)=CC=C1,c1cc([nH]c(=O)c1)C2CC(C3CCCC[NH+]3C2)CO
Fc1c(N(C(C)C)C(C)C)cc2N(c3ncc(N4CC[N+H](C)CC4)cc3)C=C(C(=O)[O-])C(=O)c2c1,CC(C)N(c1cc2c(cc1F)c(=O)c(cn2c3ccc(cn3)N4CC[NH+](CC4)C)C(=O)[O-])C(C)C
O(C)c1c(N2C(=O)C([N+H3])C2)cc(OC)cc1,COc1ccc(c(c1)N2CC(C2=O)[NH3+])OC
Oc1cc2C3(C)C(C)C([N+H](C)CC3)Cc2cc1,CC1C2Cc3ccc(cc3C1(CC[NH+]2C)C)O
O=[N+]([O-])c1c(NC(=[N+H2])N2CCOCC2)c2c(nc1)cccc2,c1ccc2c(c1)c(c(cn2)[N+](=O)[O-])NC(=[NH2+])N3CCOCC3
FC(F)(F)c1cc(NC(=O)/C(/C(=O)OCC)=C(\N)/[N+H]2CCOCC2)ccc1,CCOC(=O)C(=C(N)[NH+]1CCOCC1)C(=O)Nc2cccc(c2)C(F)(F)F
O=C(OCc1ccccc1)N1[C@@H](CCC)C(=O)NC1=[N+H2],CCCC1C(=O)NC(=[NH2+])N1C(=O)OCc2ccccc2
Clc1cc2N/C(=[N+H]\O)/C3N(C(=S)c2cc1)CSC3,c1cc2c(cc1Cl)NC(=[NH+]O)C3CSCN3C2=S
O=C(OCC)C1=C(C)[N+H]=C2OC(C(=O)OC)C(=O)N2C1c1c(C=C)cccc1,CCOC(=O)C1=C([NH+]=C2N(C1c3ccccc3C=C)C(=O)C(O2)C(=O)OC)C
C[N+H]1Cc2c3c([nH]c2CC1)cccc3,C[NH+]1CCc2c(c3ccccc3[nH]2)C1
O=C(C[N+H]1CCOCC1)c1cc2OC(=O)N(CC[N+H](C)C)c2cc1,C[NH+](C)CCn1c2ccc(cc2oc1=O)C(=O)C[NH+]3CCOCC3
O(CC1[N+H](C)CCO1)C,C[NH+]1CCOC1COC
O=C1N(CCCCO)C(=O)C(C)=CN1C1OC(CO)C([N+]#[N+][N-H])C1,Cc1cn(c(=O)n(c1=O)CCCCO)C2CC(C(O2)CO)[N+]#[N+][NH-]
O=C1/C(=C\c2occc2)/[N+H]=C2N1C([N+H3])=C([N+H]1CCCCC1)C(=O)N2,c1cc(oc1)C=C2C(=O)N3C(=C(C(=O)NC3=[NH+]2)[NH+]4CCCCC4)[NH3+]
S(C(C)C)c1nc(/C(=[N+H]\O)/N)cnn1,CC(C)Sc1nc(cnn1)C(=[NH+]O)N
O=C1C(C)=CC2(C([N+H2]C)Cc3c4c([nH]c3)cccc24)O1,CC1=CC2(c3cccc4c3c(c[nH]4)CC2[NH2+]C)OC1=O
O=C(OCc1ccccc1)NC(C(=O)NCCCCC([N+H3])C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)[O-])CCCCNC(=O)C(NC(=O)OCc1ccccc1)CC(C)C)CCCCNC(=O)C(NC(=O)OCc1ccccc1)CC(C)C)CCCCNC(=O)C(NC(=O)OCc1ccccc1)CC(C)C)CCCCNC(=O)C(NC(=O)OCc1ccccc1)CC(C)C)CCCCNC(=O)C(NC(=O)OCc1ccccc1)CC(C)C)CC(C)C,CC(C)CC(C(=O)NCCCCC(C(=O)NC(CCCCNC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C(=O)NC(CCCCNC(=O)C(CC(C)C)NC(=O)OCc2ccccc2)C(=O)NC(CCCCNC(=O)C(CC(C)C)NC(=O)OCc3ccccc3)C(=O)NC(CCCCNC(=O)C(CC(C)C)NC(=O)OCc4ccccc4)C(=O)NC(CCCCNC(=O)C(CC(C)C)NC(=O)OCc5ccccc5)C(=O)[O-])[NH3+])NC(=O)OCc6ccccc6
O[C@H]1[C@@H]2[C@@]3(O)C4[C@@H]5[N+H](CC)C[C@@]6(C)[C@H](C5([C@H](O)CC6)[C@@H]2C[C@@H]1CC3)C4,CC[NH+]1CC2(CCC(C34C2CC(C31)C5(CCC6CC4C5C6O)O)O)C
O=C1C2C[N+H](C(C)C)CC1C[N+H](Cc1ccccc1)C2,CC(C)[NH+]1CC2C[NH+](CC(C1)C2=O)Cc3ccccc3
O=C1N(CCCC[N+H]2CCN(c3ccccc3)CC2)c2ncccc2O1,c1ccc(cc1)N2CC[NH+](CC2)CCCCn3c4c(cccn4)oc3=O
[O-]c1n(C2=[N+H]CCN2)nc(C)c1C,Cc1c(nn(c1[O-])C2=[NH+]CCN2)C
O=C([O-])C([N+H2]CC#C)Cc1nc[nH]c1,C#CC[NH2+]C(Cc1c[nH]cn1)C(=O)[O-]
N(C=1OCC[N+H]=1)C1c2c(SCC1)cccc2,c1ccc2c(c1)C(CCS2)NC3=[NH+]CCO3
O=C(OC1CC[N+H](C)CC1)C(O)(C#CC(=C)C)c1sccc1,CC(=C)C#CC(c1cccs1)(C(=O)OC2CC[NH+](CC2)C)O
ClC1=NN=C(c2cc([N+]#[N+][N-H])ccc2)C(=O)C1,c1cc(cc(c1)[N+]#[N+][NH-])C2=NN=C(CC2=O)Cl
FC(F)(F)C1(C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)[N+H]=C(/[N+H]=C\2/N(C)C(C)(C)P(OCC)(=O)N/2)O1,CCOP1(=O)C(N(C(=[NH+]C2=[NH+]C(OC(O2)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)N1)C)(C)C
O[C@@H]1[C@H](O)C[N+H]2[C@H]1[C@@H](O)[C@H](CCCC)CC2,CCCCC1CC[NH+]2CC(C(C2C1O)O)O
Clc1ccc(-c2c(C[N+H]3CCCC3)cc(N/N=C(\C(=O)[O-])/C)nn2)cc1,CC(=NNc1cc(c(nn1)c2ccc(cc2)Cl)C[NH+]3CCCC3)C(=O)[O-]
O=C(C[N+H]1CCC(CCCC[N+H](C)C)CC1)N1c2c(NC(=O)C(C)C1)cccc2,CC1CN(c2ccccc2NC1=O)C(=O)C[NH+]3CCC(CC3)CCCC[NH+](C)C
O=C(OC1C(C)[N+H]2CCC1CC2)C(O)(C#CC(=C)C)c1ccccc1,CC1C(C2CC[NH+]1CC2)OC(=O)C(C#CC(=C)C)(c3ccccc3)O
Fc1c(CC2=[N+H]C3=C(OCC)c4c(C(=O)C3=N2)cccc4)cccc1,CCOC1=C2C(=NC(=[NH+]2)Cc3ccccc3F)C(=O)c4c1cccc4
O=C([O-])c1c(/C=N\[N+H]=C\2/NCCCCN/2)cccc1,c1ccc(c(c1)C=N[NH+]=C2NCCCCN2)C(=O)[O-]
S(=O)(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)/C(/S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C(/[N+H2]C(C)C)\NC(C)C,CC(C)[NH2+]C(=C(S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)NC(C)C
[N+H2](C(C(NC)c1ccncc1)c1ccncc1)C,C[NH2+]C(c1ccncc1)C(c2ccncc2)NC
O=C(Nc1ccccc1)CC(=O)N1C(c2ccccc2)CC(N2CCCCC2)=[N+H]1,c1ccc(cc1)C2CC(=[NH+]N2C(=O)CC(=O)Nc3ccccc3)N4CCCCC4
[N+H2](CCn1c(C)cc(C)n1)CCn1c(C)cc(C)n1,Cc1cc(n(n1)CC[NH2+]CCn2c(cc(n2)C)C)C
S=C(/[N+H]=C(\Nc1ccccc1)/Nc1ccccc1)N(C)C,CN(C)C(=S)[NH+]=C(Nc1ccccc1)Nc2ccccc2
FC=1C(=O)NC(=O)N(C2C([N+H3])C(O)C(O)C(CO)O2)C=1,c1c(c(=O)[nH]c(=O)n1C2C(C(C(C(O2)CO)O)O)[NH3+])F
O=C([O-])C1[N+H2]C(C)c2c(cc(O)c(O)c2)C1,CC1c2cc(c(cc2CC([NH2+]1)C(=O)[O-])O)O
S=C(N[N+H](C)C)NC12CC3CC(C1)CC(C2)C3,C[NH+](C)NC(=S)NC12CC3CC(C1)CC(C3)C2
O=C([O-])C1(CN2C(=O)c3c(C2=O)cccc3)S(=O)(=O)CC[N+H2]1,c1ccc2c(c1)C(=O)N(C2=O)CC3([NH2+]CCS3(=O)=O)C(=O)[O-]
O=C(OC(C)(C)C)CN1CC[N+H2]CCNCC1,CC(C)(C)OC(=O)CN1CC[NH2+]CCNCC1
O=C(OC1C[N+H](C)CCC1)C(O)(c1ccccc1)C1CCCC1,C[NH+]1CCCC(C1)OC(=O)C(c2ccccc2)(C3CCCC3)O
O=C1c2c3c([nH]c2C(CC)[N+H2]C1)cccc3,CCC1c2c(c3ccccc3[nH]2)C(=O)C[NH2+]1
N(\N(C)C1=[N+H]CCCN1)=C\c1ncccc1,CN(C1=[NH+]CCCN1)N=Cc2ccccn2
OCC1(CNC=2[N+H]=C(N)NC(C)C=2)CCC1,CC1C=C([NH+]=C(N1)N)NCC2(CCC2)CO
[I+2](OS(=O)(=O)c1ccc(C)cc1)([O-])[C-H]C(F)(F)F,Cc1ccc(cc1)S(=O)(=O)O[I+2]([CH-]C(F)(F)F)[O-]
Clc1ccc(C2N(CC[N+H3])C(=O)c3c2cccc3)cc1,c1ccc2c(c1)C(N(C2=O)CC[NH3+])c3ccc(cc3)Cl
O=C(OCC)C1=C([N+H2]C(C)(C)C)OCC1=O,CCOC(=O)C1=C(OCC1=O)[NH2+]C(C)(C)C
O=C(OC)[C@@H](N(C(=O)[C@H](C)[N+H]1[C@@H](c2ccccc2)COC1(C)C)C)C,CC(C(=O)N(C)C(C)C(=O)OC)[NH+]1C(COC1(C)C)c2ccccc2
O=C([O-])c1c(/C=N/N(CCO)C2=[N+H]CCN2)cccc1,c1ccc(c(c1)C=NN(CCO)C2=[NH+]CCN2)C(=O)[O-]
Clc1c(C=2N(c3ccc(C(=O)OCC)cc3)C(=O)/C(=C\c3ccc(N(CCC#N)CCC#N)cc3)/[N+H]=2)cc([N+](=O)[O-])cc1,CCOC(=O)c1ccc(cc1)N2C(=[NH+]C(=Cc3ccc(cc3)N(CCC#N)CCC#N)C2=O)c4cc(ccc4Cl)[N+](=O)[O-]
O(C)c1c2O[C@@]3(C)[C@@]4(OC)[C@@H](C(O)(C)C)C[C@@]5([C@]63c2c(cc1)CC5[N+H](C)CC6)C=C4,CC12C34CC[NH+](C(C35CC(C1(C=C5)OC)C(C)(C)O)Cc6c4c(c(cc6)OC)O2)C
O(C)c1c2O[C@H]3[C@@]4(OC)C(C(O)(C)C)C[C@]5([C@@H]6[N+H](C)CC[C@]35c2c(cc1)C6)CC4,CC(C)(C1CC23CCC1(C4C25CC[NH+](C3Cc6c5c(c(cc6)OC)O4)C)OC)O
O=C([O-])C([N+H3])CCCC[N+H2]Cc1c(O)cccc1,c1ccc(c(c1)C[NH2+]CCCCC(C(=O)[O-])[NH3+])O
O=C(OC1C2CC[N+H](C1)CC2)C(O)(C#CCCC)C1CCCC1,CCCC#CC(C1CCCC1)(C(=O)OC2C[NH+]3CCC2CC3)O
O=C(NNc1sc(/C(=N\NC(=[N+H2])N)/C=C/c2c(O)cccc2)c(C)n1)C,Cc1c(sc(n1)NNC(=O)C)C(=NNC(=[NH2+])N)C=Cc2ccccc2O
Clc1ccc(NC(=O)CC(=O)N2C(c3ccccc3)CC(N(c3ccccc3)c3ccccc3)=[N+H]2)cc1,c1ccc(cc1)C2CC(=[NH+]N2C(=O)CC(=O)Nc3ccc(cc3)Cl)N(c4ccccc4)c5ccccc5
O=C(OC)C=1C([N+]#[N+][N-H])=CC(=O)N(c2ccccc2)N=1,COC(=O)c1c(cc(=O)n(n1)c2ccccc2)[N+]#[N+][NH-]
O=[N+]([O-])c1c(NC(=O)CC2C(=O)[N+H]=C(Nc3ccc(OCC)cc3)S2)cccc1,CCOc1ccc(cc1)NC2=[NH+]C(=O)C(S2)CC(=O)Nc3ccccc3[N+](=O)[O-]
ClC1C(O)C(CO)OC1n1c2[N+H]=CNC[C@@H](O)c2nc1,c1nc2c(n1C3C(C(C(O3)CO)O)Cl)[NH+]=CNCC2O
O=[N+]([O-])c1cc(/C(/[N+H3])=C(\NC(=O)c2ccccc2)/C(=O)NN)ccc1,c1ccc(cc1)C(=O)NC(=C(c2cccc(c2)[N+](=O)[O-])[NH3+])C(=O)NN
Clc1ccc(-c2c(c(-c3ccc([N+](=O)[O-])cc3)no2)C2=[N+H]CCN2)cc1,c1cc(ccc1c2c(c(on2)c3ccc(cc3)Cl)C4=[NH+]CCN4)[N+](=O)[O-]
O=C(N(C)[C@@H]1[C@@H]2O[C@@H]3C1[N+H](C2)CC3)C1CC1,CN(C1C2C[NH+]3C1C(O2)CC3)C(=O)C4CC4
O=C(Nc1c(C)cccc1C)C(=O)C1C(=O)N(c2ccccc2)[N+H]=C1N,Cc1cccc(c1NC(=O)C(=O)C2C(=[NH+]N(C2=O)c3ccccc3)N)C
O=C(N[N+H]1C(C)=C(C(=O)OCC)C2(C)C(=O)CCCC12O)N,CCOC(=O)C1=C([NH+](C2(C1(C(=O)CCC2)C)O)NC(=O)N)C
O=C(N)C=1[N+H2]C(C)(C)N=C2N(Cc3ccccc3)C=NC=12,CC1([NH2+]C(=c2c(=N1)n(cn2)Cc3ccccc3)C(=O)N)C
O=C(OCC[N+]([N+](=Cc1ccc(C#N)cc1)[C-H]c1ccc(C#N)cc1)=C1NCCN1)C,CC(=O)OCC[N+](=C1NCCN1)[N+](=Cc2ccc(cc2)C#N)[CH-]c3ccc(cc3)C#N
O=C([O-])/C(=N/N(C)C1=[N+H]CCCCN1)/c1ccccc1,CN(C1=[NH+]CCCCN1)N=C(c2ccccc2)C(=O)[O-]
Oc1c2O[C@@H]3c4n[nH]cc4C[C@H]4[C@@H]5[N+H](C)CC[C@]34c2c(cc1)C5,C[NH+]1CCC23c4c5ccc(c4OC2c6c(c[nH]n6)CC3C1C5)O
O=C(Nc1sc(C(=O)Nc2cn(C)c(C(=O)NCCC[N+H](C)C)c2)c(C)n1)CCCN1C(=O)c2c3c(ccc2)cccc3C1=O,Cc1c(sc(n1)NC(=O)CCCN2C(=O)c3cccc4c3c(ccc4)C2=O)C(=O)Nc5cc(n(c5)C)C(=O)NCCC[NH+](C)C
O=C(/[N+H]=C/1\N(C)/C(=C/c2c(OC)ccc(OC)c2)/C(=O)N\1)C,CC(=O)[NH+]=C1NC(=O)C(=Cc2cc(ccc2OC)OC)N1C
OC(C[N+]#[N+][N-H])C[N+]#[N+][N-H],C(C(C[N+]#[N+][NH-])O)[N+]#[N+][NH-]
Nc1nc-2c(C([N+H]3CCCCC3)Oc3c-2cccc3)cn1,c1ccc2c(c1)-c3c(cnc(n3)N)C(O2)[NH+]4CCCCC4
Clc1c(NC(=O)CC2C(=O)[N+H]=C(Nc3cc(C)ccc3)S2)cccc1,Cc1cccc(c1)NC2=[NH+]C(=O)C(S2)CC(=O)Nc3ccccc3Cl
P(=O)(OCC(O)C[N+H]1CCOCC1)([O-])C(P(=O)([O-])[O-])(O)C,CC(O)(P(=O)([O-])[O-])P(=O)([O-])OCC(C[NH+]1CCOCC1)O
S(C(=[N+H2])N)Cc1cc(C=2OC(=O)c3c(N=2)cccc3)ccc1,c1ccc2c(c1)c(=O)oc(n2)c3cccc(c3)CSC(=[NH2+])N
O=C1C(C(O)c2ccccc2)C2CN1CCCC[N+H2]C(c1ccccc1)CC(=O)NC2,c1ccc(cc1)C2CC(=O)NCC3CN(CCCC[NH2+]2)C(=O)C3C(c4ccccc4)O
